"","stories_id","publish_date","title","url","language","ap_syndicated","themes","media_id","media_name","media_url","media_pub_country","media_pub_state","media_language","media_about_country","media_media_type"
"20860",348700159,"2015-05-29 09:42:28","Tilda Swinton en négociation pour devenir le mentor du Doctor Strange","http://www.lefigaro.fr/cinema/2015/05/29/03002-20150529ARTFIG00208-tilda-swinton-en-negociation-pour-devenir-le-mentor-du-doctor-strange.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"86947",265968943,"2014-08-24 16:01:00","Trois morts dans un accident en Corse","http://feeds.lefigaro.fr/c/32266/f/438191/s/3dce7f09/sc/41/l/0L0Slefigaro0Bfr0Cflash0Eactu0C20A140C0A80C240C970A0A10E20A140A824FILWWW0A0A1360Etrois0Emorts0Edans0Eun0Eaccident0Een0Ecorse0Bphp/story01.htm","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"298619",696946322,"2017-09-27 00:01:20","Pourquoi la France est le paradis des expatriés retraités","http://www.lefigaro.fr/conjoncture/2017/09/27/20002-20170927ARTFIG00017-pourquoi-la-france-est-le-paradis-des-expatries-retraites.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"381735",1126580079,"2018-12-27 10:53:51","Prélèvement à la source : un coup d'envoi à haut risque","http://www.lefigaro.fr/impots/2018/12/27/05003-20181227ARTFIG00140-prelevement-a-la-source-un-coup-d-envoi-a-haut-risque.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"204204",527938228,"2016-10-14 06:41:41","Intempéries: 11 blessés à Ajaccio ","http://www.lefigaro.fr/flash-actu/2016/10/14/97001-20161014FILWWW00152-intemperies-11-blesses-a-ajaccio.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"352000",933314726,"2018-07-20 17:52:59","Affaire Benalla : ces photos qui infirment la version de l'Élysée","http://www.lefigaro.fr/actualite-france/2018/07/20/01016-20180720ARTFIG00357-affaire-benalla-ces-photos-qui-infirment-la-version-de-l-elysee.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"170549",496701939,"2016-08-03 07:09:44","L'aéroport de Dubaï, premier au monde en termes de passagers, fermé après un accident","http://www.lefigaro.fr/flash-eco/2016/08/03/97002-20160803FILWWW00113-l-aeroport-de-dubai-premier-au-monde-en-termes-de-passagers-ferme-apres-un-accident.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"78569",392049085,"2015-10-29 11:48:11","Grand Prix de l'Académie française : Kaddour et Sansal ex-aequo","http://www.lefigaro.fr/livres/2015/10/29/03005-20151029ARTFIG00250-grand-prix-de-l-academie-francaise-kaddour-et-sansal-ex-aequo.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"208026",530415846,"2016-10-19 08:29:37","L'offensive sur Mossoul ne doit pas ""chasser les terroristes"" d'Irak vers la Syrie (armée russe)","http://www.lefigaro.fr/flash-actu/2016/10/19/97001-20161019FILWWW00195-l-offensive-sur-mossoul-ne-doit-pas-chasser-les-terroristes-d-irak-vers-la-syrie-armee-russe.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"306049",720381725,"2017-11-06 01:41:47","Pierre Joxe, accusé d'agression sexuelle, dénonce «un tissu de contre-vérités»","http://www.lefigaro.fr/actualite-france/2017/11/06/01016-20171106ARTFIG00030-pierre-joxe-accuse-d-agression-sexuelle-denonce-un-tissu-de-contre-verites.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"183602",215195248,"2014-03-21 13:52:00","Les Français inégaux devant la taxe d'habitation","http://www.lefigaro.fr/impots/2014/03/21/05003-20140321ARTFIG00058-les-francais-inegaux-devant-la-taxe-d-habitation.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"202368",225587427,"2014-04-24 15:45:00","L'Arménie commémore le génocide en brûlant des drapeaux turcs","http://www.lefigaro.fr/photos/2014/04/24/01013-20140424ARTFIG00308-l-armenie-commemore-les-99-ans-du-genocide-en-brulant-des-drapeaux-turcs.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"389355",1185352022,"2019-02-06 08:34:12","Un paquebot pour Oran, de Guillaume de Dieuleveult: le goût de la Méditerranée","http://www.lefigaro.fr/livres/2019/02/06/03005-20190206ARTFIG00154--un-paquebot-pour-oran-de-guillaume-de-dieuleveult-le-gout-de-la-mediterranee.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"17946",326106940,"2015-03-12 11:46:32","Emma Lavigne : « Non, nous ne sommes pas élitistes ! »","http://www.lefigaro.fr/arts-expositions/2015/03/12/03015-20150312ARTFIG00280-emma-lavignecentre-pompidou-metz-non-nous-ne-sommes-pas-elitistes.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"190988",129612313,"2013-06-20 07:21:00","Rebond significatif des intentions d'embauche en mai","http://www.lefigaro.fr/emploi/2013/06/20/09005-20130620ARTFIG00414-rebond-significatif-des-declarations-d-embauche-en-mai.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"211573",144737962,"2013-08-05 14:33:00","Orages: 8 départements en alerte orange","http://feeds.lefigaro.fr/c/32266/f/438191/s/2f953356/sc/29/l/0L0Slefigaro0Bfr0Cflash0Eactu0C20A130C0A80C0A50C970A0A10E20A130A80A5FILWWW0A0A30A70Eorages0E80Edepartements0Een0Ealerte0Eorange0Bphp/story01.htm","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"226570",545736259,"2016-11-24 11:38:50","Grève à Météo-France ","http://www.lefigaro.fr/flash-eco/2016/11/24/97002-20161124FILWWW00247-greve-a-meteo-france-pour-protester-contre-le-contrat-d-objectifs-de-l-etat.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"395264",1216020809,"2017-10-26 16:15:06","Contrôler l'immigration ? Chiche, Monsieur le Président !","http://www.lefigaro.fr/vox/politique/2017/10/26/31001-20171026ARTFIG00279-controler-l-immigration-chiche-monsieur-le-president.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"375680",1092596642,"2018-11-24 12:47:51","«Gilets jaunes» : la journée du 24 novembre à retrouver en intégralité en replay","http://www.lefigaro.fr/actualite-france/2018/11/24/01016-20181124ARTFIG00098-gilets-jaunes-la-journee-du-24-novembre-a-retrouver-en-integralite-en-replay.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"304312",714438931,"2017-10-26 00:01:40","C’est en plein cœur de Paris qu’on déménage et emménage le plus","http://immobilier.lefigaro.fr/article/c-est-en-plein-coeur-de-paris-qu-on-demenage-et-emmenage-le-plus_8df888be-b250-11e7-9cde-2ebd52d813ae/","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"187190",217085249,"2014-03-28 06:01:00","Maltraitance: améliorer le suivi des enfants","http://feeds.lefigaro.fr/c/32266/f/438191/s/38b51eb7/sc/37/l/0L0Slefigaro0Bfr0Cflash0Eactu0C20A140C0A30C280C970A0A10E20A140A328FILWWW0A0A0A320Emaltraitance0Eameliorer0Ele0Esuivi0Edes0Eenfants0Bphp/story01.htm","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"157631",158611033,"2013-09-25 16:11:00","Viol au parloir : 20 requis","http://feeds.lefigaro.fr/c/32266/f/438191/s/31b07a14/sc/37/l/0L0Slefigaro0Bfr0Cflash0Eactu0C20A130C0A90C250C970A0A10E20A130A925FILWWW0A0A4990Eviol0Eau0Eparloir0E20A0Erequis0Bphp/story01.htm","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"367610",1023740457,"2018-10-15 06:53:24","Brexit: l'UE «intensifie» ses préparatifs en cas d'absence d'accord","http://www.lefigaro.fr/flash-actu/2018/10/15/97001-20181015FILWWW00117-brexit-l-ue-intensifie-ses-preparatifs-en-cas-d-absence-d-accord.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"274348",618566757,"2017-05-03 14:43:49","Ligue des champions : suivez en direct AS Monaco-Juventus Turin","http://www.lefigaro.fr/flash-actu/2017/05/03/97001-20170503FILWWW00375-ligue-des-champions-suivez-en-direct-as-monaco-juventus-turin.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"308477",728215912,"2017-11-19 13:22:54","François Fillon ""se retire sans chercher d'excuses""","http://www.lefigaro.fr/flash-actu/2017/11/19/97001-20171119FILWWW00152-francois-fillon-se-retire-sans-chercher-d-excuses.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"365232",1009798408,"2018-10-02 13:37:55","Deuxième candidat de centre-droit pour la Commission européenne","http://www.lefigaro.fr/flash-actu/2018/10/02/97001-20181002FILWWW00309-deuxieme-candidat-de-centre-droit-pour-la-commission-europeenne.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"37172",361837811,"2015-07-16 06:03:01","Twitter se trouve un nouveau directeur en France","http://www.lefigaro.fr/secteur/high-tech/2015/07/16/32001-20150716ARTFIG00114-twitter-se-trouve-un-nouveau-directeur-en-france.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"286060",655690998,"2017-07-11 15:23:35","Les États-Unis resteraient en Irak après l'EI","http://www.lefigaro.fr/flash-actu/2017/07/11/97001-20170711FILWWW00338-les-etats-unis-resteraient-en-irak-apres-l-ei.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"400543",1232857958,"2019-03-25 14:55:59","Inde: Jet Airways sauvé de la faillite par les banques","http://www.lefigaro.fr/societes/2019/03/25/20005-20190325ARTFIG00115-inde-jet-airways-sauve-de-la-faillite-par-les-banques.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"173387",498629650,"2016-08-08 12:27:37","Le siège japonais d'Amazon perquisitionné","http://www.lefigaro.fr/secteur/high-tech/2016/08/08/32001-20160808ARTFIG00242-le-siege-japonais-d-amazon-perquisitionne.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"303208",709034980,"2017-10-19 14:37:09","En fermant son usine française, Tupperware va supprimer 235 emplois","http://www.lefigaro.fr/societes/2017/10/19/20005-20171019ARTFIG00344-en-fermant-son-usine-francaise-tupperware-va-supprimer-235-emplois.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"191154",125354848,"2013-06-07 19:59:00","Hollande et Ayrault se placent dans le sillage de Mauroy","http://www.lefigaro.fr/politique/2013/06/07/01002-20130607ARTFIG00597-hollande-et-ayrault-revendiquent-leur-part-d-heritage.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"102828",401490683,"2015-11-29 12:11:43","Le Stade Français s'impose de justesse","http://feeds.lefigaro.fr/c/32266/f/438191/s/4bdeb4e2/sc/13/l/0Lsport240Blefigaro0Bfr0Crugby0Ctop0E140Cfil0Einfo0Cle0Estade0Efrancais0Es0Eimpose0Ede0Ejustesse0E781334/story01.htm","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"327897",817927099,"2018-03-08 13:30:54","Où voir les 10 plus belles cascades du monde","http://www.lefigaro.fr/voyages/2018/03/08/30003-20180308ARTFIG00321-o-voir-les-10-plus-belles-cascades-du-monde.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"49757",371069390,"2015-08-19 13:25:13","Commerces : 22% d'anomalies constatées cet été","http://feeds.lefigaro.fr/c/32266/f/438191/s/491ec7b5/sc/23/l/0L0Slefigaro0Bfr0Cflash0Eeco0C20A150C0A80C190C970A0A20E20A150A819FILWWW0A0A2690Ecommerces0E220Ed0Eanomalies0Econstatees0Ecet0Eete0Bphp/story01.htm","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"382781",1138953420,"2019-01-08 06:28:59","«Gilets jaunes» : le journal l'Indépendant porte plainte après l'agression de ses journalistes","http://www.lefigaro.fr/medias/2019/01/08/20004-20190108ARTFIG00128-gilets-jaunes-le-journal-l-independant-porte-plainte-apres-l-agression-de-ses-journalistes.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"346080",904287941,"2018-06-15 15:59:10","Daniel Cordier, mémoire vivante de la Résistance","http://www.lefigaro.fr/histoire/2018/06/15/26001-20180615ARTFIG00099-daniel-cordier-memoire-vivante-de-la-resistance.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"339016",870209142,"2018-05-09 08:31:48","Turquie: peines record requise pour les meneurs du putsch manqué","http://www.lefigaro.fr/flash-actu/2018/05/09/97001-20180509FILWWW00168-turquie-peines-record-requise-pour-les-meneurs-du-putsch-manque.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"114424",405002414,"2015-12-10 12:49:49","Emploi en berne, échanges commerciaux, ""taxe tampon"" : l'actu éco du jour","http://www.lefigaro.fr/flash-eco/2015/12/10/97002-20151210FILWWW00273-emploi-en-berne-echanges-commerciaux-taxe-tampon-l-actu-eco.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"224030",543223450,"2016-11-18 09:09:46","Pete Doherty au Bataclan : la délivrance par le rock","http://www.lefigaro.fr/musique/2016/11/18/03006-20161118ARTFIG00210-pete-doherty-au-bataclan-la-delivrance-par-le-rock.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"206469",111548126,"2013-04-24 04:02:00","De mauvaises perspectives d'embauche pour les cadres","http://www.lefigaro.fr/emploi/2013/04/24/09005-20130424ARTFIG00301-de-mauvaises-perspectives-d-embauche-pour-les-cadres.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"293212",681083346,"2017-08-28 05:06:54","RER A: la circulation reprend sur toute la ligne","http://www.lefigaro.fr/flash-actu/2017/08/28/97001-20170828FILWWW00071-rer-a-la-circulation-reprend-sur-toute-la-ligne.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"39533",363313671,"2015-07-22 05:25:01","Éleveurs en colère : la carte de France des barrages","http://www.lefigaro.fr/actualite-france/2015/07/22/01016-20150722ARTFIG00111-eleveurs-en-colere-la-carte-de-france-des-barrages.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"293893",682961205,"2017-08-31 12:43:58","Nanoparticules: le gouvernement annonce un renfort des contrôles","http://www.lefigaro.fr/flash-eco/2017/08/31/97002-20170831FILWWW00286-nanoparticules-le-gouvernement-met-la-pression-sur-l-anses-et-les-industriels.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"88138",262795256,"2014-08-14 14:25:00","OPA du Club Med : Bonomi seul en piste","http://www.lefigaro.fr/societes/2014/08/14/20005-20140814ARTFIG00244-opa-du-club-med-bonomi-seul-en-piste.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"101296",401042951,"2015-11-27 13:18:47","Guerre d'Algérie: le maire FN de Beaucaire débaptise une rue","http://feeds.lefigaro.fr/c/32266/f/438191/s/4bd72912/sc/3/l/0L0Slefigaro0Bfr0Cflash0Eactu0C20A150C110C270C970A0A10E20A151127FILWWW0A0A2990Eguerre0Ed0Ealgerie0Ele0Emaire0Efn0Ede0Ebeaucaire0Edebaptise0Eune0Erue0Bphp/story01.htm","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"296887",691994486,"2017-09-18 10:01:09","Bern: «Macron m'a choisi en tant qu'amoureux du patrimoine et non en tant qu'ami»","http://www.lefigaro.fr/culture/2017/09/18/03004-20170918ARTFIG00166-bern-macron-m-a-choisi-en-tant-qu-amoureux-du-patrimoine-et-non-en-tant-qu-ami.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"191381",117662416,"2013-05-16 18:20:00"," Le Congrès : pacte en 3D avec le diable","http://www.lefigaro.fr/festival-de-cannes/2013/05/16/03011-20130516ARTFIG00732--le-congres-pacte-en-3d-avec-le-diable.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
"393873",1208986604,"2019-02-27 09:47:18","Internet : les premiers satellites OneWeb sur le pas de tir","http://www.lefigaro.fr/flash-actu/2019/02/27/97001-20190227FILWWW00169-internet-les-premiers-satellites-oneweb-sur-le-pas-de-tir.php","fr","False","",39120,"lefigaro","http://www.lefigaro.fr/","France",NA,"French","Republic of France","Print Native"
